poem_name,poet_name,poem_number,line_number,english_pronounciation,Line_Original,meaning_of_line,tamil_meaning_of_line,tinai,Word_Original,Hierarchical_Entity_Tag,important_entity
Aiṅkuṟunūṟu,Unknown,1,26,piṇīkēṉ,பசியில் ஆகுக பிணீகேன் நீங்குக,May there be no hunger! May diseases depart!,பசி இல்லாமல் ஆகுக! பிணிகள் நீங்குக!,Marutham,பிணீகேன்,STATE_DISEASE_FREE,yes
Aiṅkuṟunūṟu,Unknown,1,26,nīṅkuka,பசியில் ஆகுக பிணீகேன் நீங்குக,May there be no hunger! May diseases depart!,பசி இல்லாமல் ஆகுக! பிணிகள் நீங்குக!,Marutham,நீங்குக,ACTION_DEPART,yes
Aiṅkuṟunūṟu,Unknown,1,27,eṉavēṭ,எனவேட் டோளே யாயே யாமே,Thus longed-for (was) my mother; thus longed-for (were) we.,என்று விரும்பினாள் என் தாய்; என்று நாங்களும் விரும்பினோம்.,Marutham,எனவேட்,ACTION_DESIRE,yes
Aiṅkuṟunūṟu,Unknown,1,27,ṭōḷē,எனவேட் டோளே யாயே யாமே,Thus longed-for (was) my mother; thus longed-for (were) we.,என்று விரும்பினாள் என் தாய்; என்று நாங்களும் விரும்பினோம்.,Marutham,டோளே,PRONOUN_SHE,no
Aiṅkuṟunūṟu,Unknown,1,27,yāyē,எனவேட் டோளே யாயே யாமே,Thus longed-for (was) my mother; thus longed-for (were) we.,என்று விரும்பினாள் என் தாய்; என்று நாங்களும் விரும்பினோம்.,Marutham,யாயே,KINSHIP_MOTHER,yes
Aiṅkuṟunūṟu,Unknown,1,27,yāmē,எனவேட் டோளே யாயே யாமே,Thus longed-for (was) my mother; thus longed-for (were) we.,என்று விரும்பினாள் என் தாய்; என்று நாங்களும் விரும்பினோம்.,Marutham,யாமே,PRONOUN_WE,no
Aiṅkuṟunūṟu,Unknown,1,28,mutalai,முதலை போத்து முழுமீன் ஆரும்,Where crocodiles and alligators feast on full-grown fish.,முதலைகளும் (ஆண்) முதலைகளும் நிறைந்த மீன்களை உண்ணும்,Marutham,முதலை,ANIMAL_CROCODILE,yes
Aiṅkuṟunūṟu,Unknown,1,28,pōttu,முதலை போத்து முழுமீன் ஆரும்,Where crocodiles and alligators feast on full-grown fish.,முதலைகளும் (ஆண்) முதலைகளும் நிறைந்த மீன்களை உண்ணும்,Marutham,போத்து,ANIMAL_MALE_CROCODILE,yes
Aiṅkuṟunūṟu,Unknown,1,28,muzhumīṉ,முதலை போத்து முழுமீன் ஆரும்,Where crocodiles and alligators feast on full-grown fish.,முதலைகளும் (ஆண்) முதலைகளும் நிறைந்த மீன்களை உண்ணும்,Marutham,முழுமீன்,ANIMAL_FULL_FISH,yes
Aiṅkuṟunūṟu,Unknown,1,28,ārum,முதலை போத்து முழுமீன் ஆரும்,Where crocodiles and alligators feast on full-grown fish.,முதலைகளும் (ஆண்) முதலைகளும் நிறைந்த மீன்களை உண்ணும்,Marutham,ஆரும்,ACTION_EAT,yes
Aiṅkuṟunūṟu,Unknown,1,29,taṇtuṟai,தண்துறை யூரன் தேரேம்,The chariot of Ūraṉ of the cool ford.,குளிர்ந்த துறையூரானின் தேர்,Marutham,தண்துறை,LANDFORM_COOL_FORD,yes
Aiṅkuṟunūṟu,Unknown,1,29,yūraṉ,தண்துறை யூரன் தேரேம்,The chariot of Ūraṉ of the cool ford.,குளிர்ந்த துறையூரானின் தேர்,Marutham,யூரன்,PERSON_CHIEFTAIN,yes
Aiṅkuṟunūṟu,Unknown,1,29,tērēm,தண்துறை யூரன் தேரேம்,The chariot of Ūraṉ of the cool ford.,குளிர்ந்த துறையூரானின் தேர்,Marutham,தேரேம்,OBJECT_CHARIOT,yes
Aiṅkuṟunūṟu,Unknown,1,30,muṉkaṭai,முன்கடை நிற்க எனவேட் டேமே.,May (his chariot) stand at our doorstep! thus we longed-for.,முற்றத்தில் நிற்க! என்று நாங்கள் விரும்பினோம்.,Marutham,முன்கடை,PLACE_DOORSTEP,yes
Aiṅkuṟunūṟu,Unknown,1,30,niṟka,முன்கடை நிற்க எனவேட் டேமே.,May (his chariot) stand at our doorstep! thus we longed-for.,முற்றத்தில் நிற்க! என்று நாங்கள் விரும்பினோம்.,Marutham,நிற்க,ACTION_STAND,yes
Aiṅkuṟunūṟu,Unknown,1,30,eṉavēṭ,முன்கடை நிற்க எனவேட் டேமே.,May (his chariot) stand at our doorstep! thus we longed-for.,முற்றத்தில் நிற்க! என்று நாங்கள் விரும்பினோம்.,Marutham,எனவேட்,ACTION_DESIRE,yes
Aiṅkuṟunūṟu,Unknown,1,30,ṭēmē,முன்கடை நிற்க எனவேட் டேமே.,May (his chariot) stand at our doorstep! thus we longed-for.,முற்றத்தில் நிற்க! என்று நாங்கள் விரும்பினோம்.,Marutham,டேமே,PRONOUN_WE,no
Aiṅkuṟunūṟu,Unknown,1,31,vāḻi,வாழி ஆதன் வாழி அவினி,Long live Ātaṉ! Long live Aviṉi!,வாழ்க ஆதன்! வாழ்க அவினி!,Marutham,வாழி,ACTION_BLESS,yes
Aiṅkuṟunūṟu,Unknown,1,31,ātaṉ,வாழி ஆதன் வாழி அவினி,Long live Ātaṉ! Long live Aviṉi!,வாழ்க ஆதன்! வாழ்க அவினி!,Marutham,ஆதன்,PERSON_NAME,yes
Aiṅkuṟunūṟu,Unknown,1,31,vāḻi,வாழி ஆதன் வாழி அவினி,Long live Ātaṉ! Long live Aviṉi!,வாழ்க ஆதன்! வாழ்க அவினி!,Marutham,வாழி,ACTION_BLESS,yes
Aiṅkuṟunūṟu,Unknown,1,31,aviṉi,வாழி ஆதன் வாழி அவினி,Long live Ātaṉ! Long live Aviṉi!,வாழ்க ஆதன்! வாழ்க அவினி!,Marutham,அவினி,PERSON_NAME,yes
Aiṅkuṟunūṟu,Unknown,1,32,vēntupakai,வேந்துபகை தணிக யாண்டுபல நந்துக,May the king's enmity cool down! May many years increase (in prosperity)!,வேந்தனின் பகை தணிவதாக! பல ஆண்டுகள் (வளம்) பெருகுவதாக!,Marutham,வேந்துபகை,EMOTION_KINGS_ENMITY,yes
Aiṅkuṟunūṟu,Unknown,1,32,taṇika,வேந்துபகை தணிக யாண்டுபல நந்துக,May the king's enmity cool down! May many years increase (in prosperity)!,வேந்தனின் பகை தணிவதாக! பல ஆண்டுகள் (வளம்) பெருகுவதாக!,Marutham,தணிக,ACTION_COOL_DOWN,yes
Aiṅkuṟunūṟu,Unknown,1,32,yāṇṭupala,வேந்துபகை தணிக யாண்டுபல நந்துக,May the king's enmity cool down! May many years increase (in prosperity)!,வேந்தனின் பகை தணிவதாக! பல ஆண்டுகள் (வளம்) பெருகுவதாக!,Marutham,யாண்டுபல,TIME_MANY_YEARS,yes
Aiṅkuṟunūṟu,Unknown,1,32,nantuka,வேந்துபகை தணிக யாண்டுபல நந்துக,May the king's enmity cool down! May many years increase (in prosperity)!,வேந்தனின் பகை தணிவதாக! பல ஆண்டுகள் (வளம்) பெருகுவதாக!,Marutham,நந்துக,ACTION_INCREASE,yes
Aiṅkuṟunūṟu,Unknown,1,33,eṉavēṭ,எனவேட் டோளே யாயே யாமே,Thus longed-for (was) my mother; thus longed-for (were) we.,என்று விரும்பினாள் என் தாய்; என்று நாங்களும் விரும்பினோம்.,Marutham,எனவேட்,ACTION_DESIRE,yes
Aiṅkuṟunūṟu,Unknown,1,33,ṭōḷē,எனவேட் டோளே யாயே யாமே,Thus longed-for (was) my mother; thus longed-for (were) we.,என்று விரும்பினாள் என் தாய்; என்று நாங்களும் விரும்பினோம்.,Marutham,டோளே,PRONOUN_SHE,no
Aiṅkuṟunūṟu,Unknown,1,33,yāyē,எனவேட் டோளே யாயே யாமே,Thus longed-for (was) my mother; thus longed-for (were) we.,என்று விரும்பினாள் என் தாய்; என்று நாங்களும் விரும்பினோம்.,Marutham,யாயே,KINSHIP_MOTHER,yes
Aiṅkuṟunūṟu,Unknown,1,33,yāmē,எனவேட் டோளே யாயே யாமே,Thus longed-for (was) my mother; thus longed-for (were) we.,என்று விரும்பினாள் என் தாய்; என்று நாங்களும் விரும்பினோம்.,Marutham,யாமே,PRONOUN_WE,no
Aiṅkuṟunūṟu,Unknown,1,34,malrnta,மல்ர்ந்த பொய்கை முகைந்த தாமரைத்,(In) the blossoming pond (with) budded lotuses.,மலர்ந்த பொய்கையில் அரும்பிய தாமரைகள்,Marutham,மல்ர்ந்த,FLOWER_BLOOMED,yes
Aiṅkuṟunūṟu,Unknown,1,34,poykai,மல்ர்ந்த பொய்கை முகைந்த தாமரைத்,(In) the blossoming pond (with) budded lotuses.,மலர்ந்த பொய்கையில் அரும்பிய தாமரைகள்,Marutham,பொய்கை,WATER_BODY_POND,yes
Aiṅkuṟunūṟu,Unknown,1,34,mukainta,மல்ர்ந்த பொய்கை முகைந்த தாமரைத்,(In) the blossoming pond (with) budded lotuses.,மலர்ந்த பொய்கையில் அரும்பிய தாமரைகள்,Marutham,முகைந்த,FLOWER_BUDDED,yes
Aiṅkuṟunūṟu,Unknown,1,34,tāmarait,மல்ர்ந்த பொய்கை முகைந்த தாமரைத்,(In) the blossoming pond (with) budded lotuses.,மலர்ந்த பொய்கையில் அரும்பிய தாமரைகள்,Marutham,தாமரைத்,FLOWER_LOTUS,yes
Aiṅkuṟunūṟu,Unknown,1,35,taṇtuṟai,தண்துறை யூரண் வரைக,(At) the cool ford the village of Ūraṉ the mountain.,"குளிர்ந்த துறை, ஊரன் ஊர், மலை",Marutham,தண்துறை,LANDFORM_COOL_FORD,yes
Aiṅkuṟunūṟu,Unknown,1,35,yūraṇ,தண்துறை யூரண் வரைக,(At) the cool ford the village of Ūraṉ the mountain.,"குளிர்ந்த துறை, ஊரன் ஊர், மலை",Marutham,யூரண்,PERSON_CHIEFTAIN_VILLAGE,yes
Aiṅkuṟunūṟu,Unknown,1,35,varaika,தண்துறை யூரண் வரைக,(At) the cool ford the village of Ūraṉ the mountain.,"குளிர்ந்த துறை, ஊரன் ஊர், மலை",Marutham,வரைக,LANDFORM_MOUNTAIN,yes
Aiṅkuṟunūṟu,Unknown,1,36,entaiyum,எந்தையும் கொடுக்க எனவேட் டேமே.,May my father also give (us in marriage to him)! thus we longed-for.,என் தந்தையும் (அவனுக்கு மணமுடித்துக்) கொடுக்க! என்று நாங்கள் விரும்பினோம்.,Marutham,எந்தையும்,KINSHIP_FATHER,yes
