"இறைவன்,DIVINE_BEING"
"கடுந்தேர்,FAST_CHARIOT"
"குழித்த,DUG"
"ஞெள்ளல்,MUD"
"ஆங்கண்,THERE"
"வெள்வாய்,WHITE_MOUTH"
"கழுதை,DONKEY"
"புல்லினப்,GRASS"
"பூட்டி,YOKE"
"பாழ்செய்தனை,DESTROYED"
"அவர்,THEIR"
"நனந்தலை,WIDE"
"நல்லெயில்,GOOD_FORT"
"புள்ளினம்,BIRDS"
"இமிழும்,RESOUND"
"புகழ்சால்,FAMOUS"
"விளைவயல்,FERTILE_FIELD"
"வெள்ளுளை,WHITE_MANE"
"கலிமான்,WARRIOR_HORSE"
"கவிகுளம்பு,ARCHED_HOOF"
"உகளத்,LEAP"
"தேர்வழங்கினை,CHARIOT_GAVE"
"தெவ்வர்,ENEMIES"
"தேஎத்து,IN_COUNTRY"
"துளங்கு,SHAKE"
"இயலால்,WITH_STEP"
"பணை,DRUM"
"எருத்தின்,NECK"
"பா,SPOT"
"வடியால்,WITH_LEG"
"செறல்,ANGER"
"நோக்கின்,WITH_GAZE"
"ஒளிறு,SHINE"
"மருப்பின்,WITH_TUSK"
"களிறு,ELEPHANT"
"அவர,THEIR"
"காப்புடைய,PROTECTED"
"கயம்,TANK"
"படியினை,ENTER"
"அன்ன,SUCH"
"சீற்றத்து,ANGER"
"அனையை,SUCH"
"ஆகலின்,BECAUSE"
"விளங்கு,SHINE"
"பொன்,GOLD"
"எறிந்த,STRIKE"
"நலங்கிளர்,SPLENDOUR"
"பலகையொடு,WITH_SHIELD"
"நிழல்படு,SHADE_FALL"
"நெடுவேல்,LONG_SPEAR"
"ஏந்தி,HOLDING"
"ஒன்னார்,ENEMIES"
"ஒண்படை,BRIGHT_WEAPON"
"கடுந்தார்,STRONG_GARLAND"
"முன்பு,FRONT"
"தலைக்கொண்மார்,TO_TAKE"
"நசைதர,DESIRE_GIVE"
"வந்தோர்,THOSE_CAME"
"நசை,DESIRE"
"பிறக்கு,BEHIND"
"ஒழிய,LEAVE"
"வசைபட,BLAME"
"வாழ்ந்தோர்,LIVED"
"பலர்கொல்,MANY"
"புரையில்,FLAWLESS"
"நற்பனுவல்,GOOD_TREATISE"
"நால்வேதத்து,FOUR_VEDAS"
"அருஞ்சீர்த்தி,DIFFICULT_FAME"
"பெருங்கண்ணுறை,GREAT_EYE_COVER"
"நெய்ம்மலி,GHEE_FILLED"
"ஆவுதி,SACRIFICE"
"பொங்க,BOIL"
"பன்மாண்,MANY_GOOD"
"வீயாச்,IMPERISHABLE"
"சிறப்பின்,WITH_GLORY"
"வேள்வி,SACRIFICE"
"முற்றி,COMPLETE"
"யூபம்,YUPA_POST"
"நட்ட,PLANTED"
"வியன்களம்,WIDE_FIELD"
"பலகொல்,MANY"
"யாபல,HOW_MANY"
"கொல்லோ,PERHAPS"
"வாருற்று,COME_TOUCH"
"விசிபிணிக்,TIGHT_BINDING"
"கொண்ட,TAKEN"
"மண்கனை,EARTH_SOUND"
"முழவின்,DRUM"
"பாடினி,SINGER"
"பாடும்,SINGS"
"வஞ்சிக்கு,TO_VANJI"
"நாடல்,FRIENDSHIP"
"சான்ற,EMINENT"
"மைந்தினோய்,STRENGTH"
"நினக்கே,FOR_YOU"
"பாண்டரங்,PANDARAN"
"கண்ணனார்,POET_NAME"
"இராசசூயம்,RAJASUYA"
"வேட்ட,WANTED"
"பெருநற்கிள்ளி,PERUNARKILLI"
"வினை,DEED"
"மாட்சிய,GLORIOUS"
"விரை,FAST"
"புரவியொடு,WITH_HORSE"
"மழை,CLOUD"
"உருவின,SHAPED"
"தோல்,SHIELD"
"பரப்பி,SPREAD"
"முனை,BATTLE"
"முருங்க,BREAK"
"தலைச்சென்று,GOING_AHEAD"
"அவர்,THEIR"
"விளைவயல்,FERTILE_FIELD"
"கவர்பு,STEAL"
"ஊட்டி,FEED"
"மனைமரம்,HOUSE_TREE"
"விறகு,FIREWOOD"
"ஆக,BECOME"
"கடி,GUARDED"
"துறைநீர்,GHAT_WATER"
"களிறு,ELEPHANT"
"படீஇ,PLACE"
"எல்லுப்பட,JOINTLY"
"இட்ட,PLACED"
"சுடுதீ,HOT_FIRE"
"விளக்கம்,LAMP"
"செல்சுடர்,MOVING_FLAME"
"ஞாயிற்று,SUN"
"செக்கரின்,EVENING_SKY"
"தோன்ற,APPEAR"
"புலம்,FIELD"
"கெட,PERISH"
"இறுக்கும்,SEIZE"
"வரம்பில்,BOUNDLESS"
"தானை,ARMY"
"துணை,HELP"
"வேண்டாச்,NOT_NEEDING"
"செரு,WAR"
"வென்றி,VICTORY"
"புலவு,STENCH"
"வாள்,SWORD"
"புலர்,FADE"
"சாந்தின்,SANDAL"
"முருகன்,MURUGAN"
"சீற்றத்து,ANGER"
"உரு,FORM"
"கெழு,POSSESS"
"குருசில்,LORD"
"மயங்கு,MIXED"
"வள்ளை,VALLARAI"
"மலர்,FLOWER"
"ஆம்பல்,AMPA"
"பனிப்,DEW"
"பகன்றை,PAKANRAI"
"சுனிப்,SUNI"
"பாகல்,PAAGAL"
"கரும்பு,SUGARCANE"
"அல்லது,EXCEPT"
"காடு,FOREST"
"அறியா,NOT_KNOW"
"பெருந்தண்பணை,GREAT_COOL_GROVE"
"பாழ்,RUIN"
"ஆக,BECOME"
"ஏமம்,PROTECTION"
"நன்னாடு,GOOD_LAND"
"ஒள்எரி,BRIGHT_FIRE"
"ஊட்டினை,FEED"
"நாம,SUFFERING"
"நல்லமர்,GOOD_BATTLE"
"செய்ய,DO"
"ஒராங்கு,TOGETHER"
"மலைந்தன,TIED"
"களிறு,ELEPHANT"
"குறுங்கோழியூர்,KURUNKOLIYUR"
"கிழார்,POET"
"யானைக்கண்சேய்,ELEPHANT_EYE_SON"
"மாந்தரஞ்சேரல்,MANDARANCHERAL"
"இரும்பொறை,IRUMPORAI"
"தென்குமரி,SOUTH_KUMARI"
"வட,NO"
"பெருங்கல்,GREAT_MOUNTAIN"
"குண,EAST"
"குட,WEST"
"கடலா,SEA"
"எல்லை,LIMIT"
"குன்று,HILL"
"மலை,MOUNTAIN"
"காடு,FOREST"
"நாடு,COUNTRY"
"ஒன்றுபட்டு,UNITED"
"வழிமொழியக்,OBEY"
"கொடிது,CRUELTY"
"கடிந்து,DRIVE"
"கோல்,SCEPTRE"
"திருத்தி,CORRECT"
"படுவது,WHAT_HAPPENS"
"உண்டு,EXISTS"
"பகல்,DAY"
"ஆற்றி,PERFORM"
"இனிது,SWEET"
"உருண்ட,ROUNDED"
"சுடர்,FLAME"
"நேமி,WHEEL"
"முழுது,WHOLE"
"ஆண்டோர்,RULED"
"வழிகாவல,PATH_PROTECTOR"
"குலை,BUNCH"
"இறைஞ்சிய,BOWED"
"கோள்,STRONG"
"தாழை,THAZHAI"
"அகல்வயல்,WIDE_FIELD"
"மலைவேலி,MOUNTAIN_FENCE"
"நிலவுமணல்,SHINING_SAND"
"வியன்கானல்,WIDE_GROVE"
"தெண்கழிமிசை,CLEAR_BACKWATER_TOP"
"சுடர்ப்பூவின்,FLOWER_LIKE_STAR"
"தண்தொண்டியோர்,COOL_TONDI_PEOPLE"
"அடுபொருந,WARRIOR"
"மாப்,GREAT"
"பயம்பின்,RICHNESS"
"பொறை,BURDEN"
"போற்றாது,NOT_PROTECT"
"நீடுகுழி,LONG_PIT"
"அகப்பட்ட,CAUGHT"
"பீடுடைய,MAJESTIC"
"எறுழ்,STRONG"
"முன்பு,FRONT"
"கோடு,TUSK"
"முற்றிய,SURROUNDED"
"கொல்களிறு,KILLING_ELEPHANT"
"நிலை,POSITION"
"கலங்க,SHAKE"
"குழி,PIT"
"கொன்ற,KILL"
"கிளை,RELATIVES"
"புகல,PROTECT"
"தலைக்கூடி,MEETING"
"யாங்கு,LIKE"
"பட்ட,OBTAINED"
"அருமுன்பு,DIFFICULT_FRONT"
"பெருந்தளர்ச்சி,GREAT_WEARINESS"
"பலர்,MANY"
"உவப்ப,REJOICE"
"பிறிது,ANOTHER"
"சென்று,GOING"
"மலர்,FLOWER"
"தாயத்து,TERRITORY"
"பலர்நாப்பண்,IN_MIDDLE_OF_MANY"
"மீக்கூறலின்,PRAISING"
"உண்டாகிய,EXISTED"
"உயர்மண்ணும்,HIGH_EARTH"
"சென்றுபட்ட,WENT_AND_GOT"
"விழுக்கலனும்,GOOD_VESSEL"
"பெறல்கூடும்,CAN_OBTAIN"
"இவன்நெஞ்சு,HIS_HEART"
"உறப்பெறின்,IF_ACHIEVED"
"ஏந்துகொடி,HIGH_FLAG"
"இறைப்புரிசை,TOP_FORT"
"வீங்குசிறை,SWOLLEN_WALL"
"வியலருப்பம்,WIDE_BATTLEFIELD"
"இழந்து,LOSE"
"வைகுதும்,WE_LIVE"
"இனிநாம்,NOW_WE"
"உடன்று,ANGER"
"நோக்கினன்,LOOKED"
"பெரிது,GREAT"
"வேற்றரசு,FOREIGN_KING"
"பணி,SERVICE"
"தொடங்கு,START"
"ஆற்றலொடு,WITH_ABILITY"
"புகழ்,FAME"
"ஏத்தி,PRAISING"
"காண்குவந்திசின்,CAME_TO_SEE"
"ஈண்டிய,GATHERED"
"மழையென,LIKE_RAIN"
"மருளும்,BE_WONDER"
"பல்தோல்,MANY_SHIELDS"
"மலையென,LIKE_MOUNTAIN"
"தேன்இறை,HONEY"
"கொள்ளும்,TAKE"
"இரும்பல்யானை,GREAT_ELEPHANTS"
"உடலுநர்,WARRIORS"
"உட்க,Fear"
"வீங்கி,Swell"
"கடலென,Like_Sea"
"வான்நீர்க்கு,For_Rainwater"
"ஊக்கும்,Encourage"
"தானை,Army"
"ஆனாது,Unceasing"
"கடுஒடுங்கு,Fierce"
"எயிற்ற,With_Teeth"
"அரவுத்தலை,Snake_Head"
"பனிப்ப,Shiver"
"இடியென,Like_Thunder"
"முழங்கு,Resound"
"முரசின்,With_Drum"
"வரையா,Unlimited"
"ஈகை,Charity"
"குடவர்,Kudavar"
"கோவே,King"
"குடபுலவியனார்,Poet"
"நெடுஞ்செழியன்,Netuncheralathan"
"முழங்கு,Resound"
"முந்நீr,Sea"
"முழுவதும்,Whole"
"வளைஇ,Surround"
"பரந்துபட்ட,Spread"
"வியன்ஞாலம்,Wide_World"
"தாளின்,By_Feet"
"தந்த,Brought"
"தம்புகழ்,Their_Fame"
"நிறீஇ,Establish"
"ஒருதாம்,One_Self"
"ஆகிய,Become"
"உரவோர்,Strong_Men"
"உம்பல்,Lineage"
"ஒன்றுபத்து,One_Ten"
"அடுக்கிய,Arranged"
"கோடிகடை,Millions_End"
"இரீஇய,Placed"
"பெருமைத்து,Greatness"
"ஆக,Become"
"நின்றாயுள்,Your_Life"
"தானே,Itself"
"நீர்த்தாழ்ந்த,Water_Submerged"
"குறுங்காஞ்சி,Short_Kanchi"
"பூ,Flower"
"கதூஉம்,Call"
"இனவாளை,Group_of_Vaalai_Fish"
"நுண்ணாரல்,Small_Aral_Fish"
"பருவரால்,BIG_Varal_Fish"
"குரூஉக்,Spotted"
"கெடிற்ற,With_Kedir_Fish"
"குண்டு,Deep"
"அகழி,Moat"
"வான்,Sky"
"உட்கும்,Fear"
"வடிநீண்மதில்,High_Wall"
"மல்லல்,RicH"
"மூதூர்,Old_City"
"வய,Strong"
"வேந்தே,King"
"செல்லும்,Going"
"உலகத்து,In_World"
"செல்வம்,Wealth"
"வேண்டினும்,If_Want"
"ஞாலம்,World"
"காவலர்,Kings"
"தோள்வலி,Arm_Strength"
"முருக்கி,Destroy"
"ஒருநீ,One_You"
"ஆகல்,Being"
"வேண்டினும்,If_Want"
"சிறந்த,Excellent"
"நல்இசை,Good_Fame"
"நிறுத்தல்,Establish"
"வேண்டினும்,If_Want"
"மற்றதன்,Its_Other"
"தகுதி,Quality"
"கேள்,Listen"
"இனி,Now"
"மிகுதியாள,Oh_Rich_One"
"நீர்இன்று,Without_Water"
"அமையா,Not_Sufficient"
"யாக்கைக்கு,For_Body"
"எல்லாம்,All"
"உண்டி,Food"
"கொடுத்தோர்,Those_Who_Gave"
"உயிர்கொடுத்தோரே,Those_Who_Gave_Life"
"உண்டி,Food"
"முதற்றே,Is_First"
"உணவின்,Of_Food"
"பிண்டம்,Ball"
"உணவென,As_Food"
"படுவது,Called"
"நிலத்தோடு,With_Land"
"நீரே,Water"
"நீரும்,Water"
"நிலனும்,Land"
"புணரியோர்,Those_Who_Joined"
"ஈண்டு,Here"
"உடம்பும்,Body"
"உயிரும்,Soul"
"படைத்திசினோரே,Created"
"வித்தி,Sowing"
"வான்,Sky"
"நோக்கும்,Looks"
"புன்புலம்,Barren_Field"
"கண்ணகன்,Eye_Broad"
"வைப்புற்று,Placed"
"ஆயினும்,Even_If"
"நண்ணி,Approaching"
"ஆளும்,Rule"
"இறைவன்,King"
"தாட்கு,To_Feet"
"உதவாதே,Not_Help"
"அதனால்,Therefore"
"அடுபோர்ச்,Fierce_War"
"செழிய,Chezhiya"
"இகழாது,Not_Disdain"
"வல்லே,Quickly"
"நிலன்நெளி,Land_Crack"
"மருங்கின்,Side"
"நீர்நிலை,Water_Body"
"பெருகத்,Increase"
"தட்டோரம்ம,Those_Who_Hesitate"
"இவண்தட்டோரே,Here_Hesitate"
"தள்ளாதோர்இவண்,Those_Who_Not_Hesitate_Here"
"தள்ளாதோரே,Those_Who_Not_Hesitate"
"தலையாலங்கானத்துச்,THALAIALANGANATHU"
"செருவென்ற,VICTORIOUS_WAR"
"இமிழ்கடல்,RESOUNDING_SEA"
"வளைஇய,SURROUNDED"
"ஈண்டு,ABUNDANT"
"அகல்,WIDE"
"கிடக்கை,POSITION"
"தமிழ்,TAMIL"
"தலை,HEAD"
"மயங்கிய,CONFUSED"
"தலையாலங்கானத்து,THALAIALANGANAM"
"மன்,KING"
"உயிர்ப்,LIFE"
"பன்மையும்,PLURALITY"
"கூற்றத்து,DEATH"
"ஒருமையும்,SINGLENESS"
"நின்னொடு,WITH_YOU"
"தூக்கிய,COMPARED"
"வென்வேல்,VICTORIOUS_SPEAR"
"இரும்புலி,GREAT_TIGER"
"வேட்டுவன்,HUNTER"
"பொறி,TRAP"
"அறிந்து,KNOWING"
"மாட்டிய,SET"
"பெருங்கல்,GREAT_STONE"
"அடாரும்,FOOTHILL"
"போன்ம்,LIKE"
"விரும்பி,DESIRE"
"முயங்கினேன்,EMBRACED"
"அல்லனோ,NOT"
"யானே,I"
"மயங்கி,CONFUSED"
"குன்றத்து,HILL"
"இறுத்த,RESTED"
"குரீஇனம்போல,LIKE_BIRDS"
"அம்பு,ARROW"
"சென்று,GOING"
"இறுத்த,PIERCE"
"அறும்புண்,HEALED_WOUND"
"யானை,ELEPHANT"
"தூம்புடைத்,HOLLOW"
"தடக்கை,LARGE_HAND"
"வாயொடு,WITH_MOUTH"
"துமிந்து,PIERCE"
"நாஞ்சில்,PLOUGHSHARE"
"ஒப்ப,LIKE"
"நிலமிசை,ON_GROUND"
"புரள,ROLL"
"எறிந்து,STRIKE"
"களம்படுத்த,BATTLEFIELD_PLACE"
"ஏந்துவாள்,RAISED_SWORD"
"வலத்தர்,RIGHT_HANDED"
"எந்தையோடு,WITH_MY_FATHER"
"கிடந்தோர்,THOSE_LAY"
"எம்புன்,OUR_POOR"
"தலைப்புதல்வர்,ELDEST_SON"
"இன்ன,SUCH"
"விறலும்,VICTORY"
"உளகொல்,IS_THERE"
"நமக்கு,FOR_US"
"என,SAY"
"மூதில்,OLD"
"பெண்டிர்,WOMEN"
"கசிந்து,MELT"
"அழ,CRY"
"நாணி,ASHAMED"
"கூற்றுக்கண்,IN_DEATH"
"ஓடிய,RAN"
"வெருவரு,FEARFUL"
"பறந்தலை,BATTLEFIELD"
"எழுவர்,SEVEN"
"நல்வலம்,GOOD_STRENGTH"
"கடந்தோய்,CONQUEROR"
"கழூஉ,GLOWING"
"விளங்கு,SHINING"
"ஆரம்,GARLAND"
"கவைஇய,EMBRACED"
"மார்பே,CHEST"
"குறுங்கோழியூர்கிழார்,POET"
"யானைக்கட்சேய்,ELEPHANT_EYE_SON"
"மாந்தரஞ்சேரல்,MANDARANCHERAL"
"இரும்பொறை,IRUMPORAI"
"இரு,GREAT"
"முந்நீர்க்,SEA"
"குட்டமும்,LAKE"
"வியன்ஞாலத்து,WIDE_WORLD"
"அகலமும்,WIDTH"
"வளி,WIND"
"வழங்கு,MOVE"
"திசையும்,DIRECTION"
"வறிது,EMPTY"
"நிலைஇய,STOOD"
"காயமும்,SPACE"
"என்றாங்கு,THUS"
"அவை,THEY"
"அளந்து,MEASURE"
"அறியினும்,EVEN_IF_KNOW"
"அளத்தற்கு,TO_MEASURE"
"அரியை,DIFFICULT"
"அறிவும்,WISDOM"
"ஈரமும்,COMPASSION"
"பெருங்கணோட்டமும்,GREAT_OVERSIGHT"
"சோறு,FOOD"
"படுக்கும்,PRODUCE"
"தீயோடு,WITH_FIRE"
"செஞ்ஞாயிற்று,RED_SUN"
"தெறல்,HEAT"
"அல்லது,EXCEPT"
"பிறிது,OTHER"
"தெறல்,HEAT"
"அறியார்,NOT_KNOW"
"நின்நிழல்,YOUR_SHADE"
"வாழ்வோரே,THOSE_LIVING"
"திருவில்,PROSPERITY_NOT"
"அல்லது,EXCEPT"
"கொலைவில்,KILLING_BOW"
"அறியார்,NOT_KNOW"
"நாஞ்சில்,PLOUGH"
"அல்லது,EXCEPT"
"படையும்,WEAPON"
"அறியார்,NOT_KNOW"
"திறனறி,SKILL_KNOWING"
"வயவரொடு,WITH_WARRIORS"
"தெவ்வர்,ENEMIES"
"தேய,DEcrease"
"அப்பிறர்மண்,THAT_OTHERS_LAND"
"உண்ணும்,EAT"
"செம்மல்,LORD"
"நின்நாட்டு,YOUR_COUNTRY"
"வயவுறு,WARRIOR"
"மகளிர்,WOMEN"
"வேட்டு,WANT"
"உணின்,IF_EAT"
"அல்லது,EXCEPT"
"பகைவர்,ENEMIES"
"உண்ணா,NOT_EAT"
"அருமண்ணினையே,DIFFICULT_LAND"
"அம்பு,ARROW"
"துஞ்சும்,SLEEP"
"கடி,GUARDED"
"அரணால்,FORT"
"அறம்,RIGHTEOUSNESS"
"துஞ்சும்,SLEEP"
"செங்கோலையே,JUST_SCEPTRE"
"புதுப்புள்,NEW_BIRD"
"வரினும்,EVEN_IF_COME"
"பழம்புள்,OLD_BIRD"
"போகினும்,EVEN_IF_GO"
"விதுப்புற,HASTE"
"அறியா,NOT_KNOW"
"ஏமம்,PROTECTION"
"காப்பினை,PROTECTION"
"அனையை,SUCH"
"ஆகல்மாறே,BUT_BEING"
"மன்னுயிர்,LASTING_LIFE"
"எல்லாம்,ALL"
"நின்அஞ்சும்மே,FEAR_YOU"
