text,label
கொடுந்தேன் இழைத்த கோடு உயர் நெடுவரை,ETTUTHOGAI
பழம் தூங்கு நளிப்பின் காந்தள் அம் பொதும்பில்,ETTUTHOGAI
பகல் நீ வரினும் புணர்குவை அகல் மலை,ETTUTHOGAI
வாங்கு அமைக் கண் இடை கடுப்ப யாய்,ETTUTHOGAI
ஓம்பினள் எடுத்த தட மென்தோளே.,ETTUTHOGAI
"அன்று அவண் ஒழிந்தன்றும் இலையே, வந்து நனி",ETTUTHOGAI
"வருந்தினை, வாழி என் நெஞ்சே, பருந்து இருந்து",ETTUTHOGAI
உயா விளி பயிற்றும் யா உயர் நனந்தலை,ETTUTHOGAI
உருள் துடி மகுளியின் பொருள் தெரிந்து இசைக்கும்,ETTUTHOGAI
"கடுங்குரல் குடிஞைய நெடும் பெருங்குன்றம்,",ETTUTHOGAI
"எம்மொடு இறத்தலும் செல்லாய், பின் நின்று",ETTUTHOGAI
"ஒழியச் சூழ்ந்தனை ஆயின், தவிராது",ETTUTHOGAI
"செல் இனி, சிறக்க நின் உள்ளம், வல்லே",ETTUTHOGAI
"மறவல் ஓம்புமதி, எம்மே நறவின்",ETTUTHOGAI
சேயிதழ் அனைய ஆகிக் குவளை,ETTUTHOGAI
"மா இதழ் புரையும் மலிர் கொள் ஈர் இமை,",ETTUTHOGAI
"உள்ளகம் கனல உள்ளுதொறு உலறி,",ETTUTHOGAI
பழங்கண் கொண்ட கலிழ்ந்து வீழ் அவிர் அறல்,ETTUTHOGAI
"வெய்ய உகுதர, வெரீஇப் பையென",ETTUTHOGAI
சில் வளை சொரிந்த மெல் இறை முன் கை,ETTUTHOGAI
"பூ வீழ் கொடியின் புல்லெனப் போகி,",ETTUTHOGAI
"அடர் செய் ஆய் அகல் சுடர் துணை ஆக,",ETTUTHOGAI
இயங்காது வதிந்த நம் காதலி,ETTUTHOGAI
உயங்கு சாய் சிறுபுறம் முயங்கிய பின்னே.,ETTUTHOGAI
பெருநீர் அழுவத்து எந்தை தந்த,ETTUTHOGAI
"கொழு மீன் உணங்கல் படுபுள் ஓப்பி,",ETTUTHOGAI
எக்கர்ப் புன்னை இன் நிழல் அசைஇ,ETTUTHOGAI
"செக்கர் ஞெண்டின் குண்டு அளை கெண்டி,",ETTUTHOGAI
ஞாழல் ஓங்கு சினைத் தொடுத்த கொடுங்கழித்,ETTUTHOGAI
"தாழை வீழ் கயிற்று ஊசல் தூங்கிக்,",ETTUTHOGAI
கொண்டல் இடு மணல் குரவை முனையின்,ETTUTHOGAI
"வெண்தலைப் புணரி ஆயமொடு ஆடி,",ETTUTHOGAI
"மணிப்பூம் பைந்தழை தைஇ, அணித்தகப்",ETTUTHOGAI
பல் பூங்கானல் அல்கினம் வருதல்,ETTUTHOGAI
கவ்வை நல் அணங்கு உற்ற இவ்வூர்,ETTUTHOGAI
"கொடிது அறி பெண்டிர் சொல் கொண்டு, அன்னை",ETTUTHOGAI
"கடி கொண்டனளே தோழி, பெருந்துறை",ETTUTHOGAI
"எல்லையும் இரவும் என்னாது, கல்லென",ETTUTHOGAI
நிலவு மணல் கொட்கும் ஓர் தேர் உண்டு எனவே.,ETTUTHOGAI
“மனை இளநொச்சி மௌவல் வால் முகைத்,ETTUTHOGAI
"துணை நிரைத்தன்ன மா வீழ் வெண்பல்,",ETTUTHOGAI
"அவ் வயிற்று, அகன்ற அல்குல், தைஇத்",ETTUTHOGAI
"தாழ் மென் கூந்தல், தட மென் பணைத்தோள்,",ETTUTHOGAI
"மடந்தை மாண் நலம் புலம்பச், சேய் நாட்டுச்",ETTUTHOGAI
"செல்லல்” என்று யான் சொல்லவும், ஒல்லாய்",ETTUTHOGAI
"வினை நயந்து அமைந்தனை ஆயினை, மனை நகப்",ETTUTHOGAI
"பல் வேறு வெறுக்கை தருகம் வல்லே,",ETTUTHOGAI
"எழு இனி, வாழி என் நெஞ்சே, புரி இணர்",ETTUTHOGAI
மெல் அவிழ் அம் சினை புலம்ப வல்லோன்,ETTUTHOGAI
"கோடு அறை கொம்பின் வீ உகத் தீண்டி,",ETTUTHOGAI
மராஅம் அலைத்த மணவாய்த் தென்றல்,ETTUTHOGAI
"சுரம் செல் மள்ளர் சுரியல் தூற்றும்,",ETTUTHOGAI
என்றூழ் நின்ற புன்தலை வைப்பில்,ETTUTHOGAI
பருந்து இளைப்படூஉம் பாறுதலை ஓமை,ETTUTHOGAI
இருங்கல் விடரகத்து ஈன்று இளைப்பட்ட,ETTUTHOGAI
மென் புனிற்று அம் பிணவு பசித்தெனப் பைங்கண்,ETTUTHOGAI
"செந்நாய் ஏற்றை கேழல் தாக்க,",ETTUTHOGAI
"இரியற் பிணவல் தீண்டலின், பரீஇச்",ETTUTHOGAI
செங்காய் உதிர்ந்த பைங்குலை ஈந்தின்,ETTUTHOGAI
பரல் மண் சுவல முரண் நிலம் உடைத்த,ETTUTHOGAI
"வல்வாய்க் கணிச்சி, கூழார் கோவலர்",ETTUTHOGAI
"ஊறாது இட்ட உவலைக் கூவல்,",ETTUTHOGAI
வெண்கோடு நயந்த அன்பில் கானவர்,ETTUTHOGAI
"இகழ்ந்து இயங்கு இயவின் அகழ்ந்த குழி செத்து,",ETTUTHOGAI
இருங்களிற்று இன நிரை தூர்க்கும்,ETTUTHOGAI
பெருங்கல் அத்தம் விலங்கிய காடே.,ETTUTHOGAI
அணங்குடை நெடுவரை உச்சியின் இழிதரும்,ETTUTHOGAI
கணம் கொள் அருவிக் கான் கெழு நாடன்,ETTUTHOGAI
மணம் கமழ் வியன் மார்பு அணங்கிய செல்லல்,ETTUTHOGAI
"இது என அறியா மறுவரல் பொழுதில்,",ETTUTHOGAI
“படியோர்த் தேய்த்த பல்புகழ்த் தடக்கை,ETTUTHOGAI
நெடுவேள் பேண தணிகுவள் இவள்” என,ETTUTHOGAI
"முதுவாய்ப் பெண்டிர் அதுவாய் கூற,",ETTUTHOGAI
"களம் நன்கு இழைத்துக் கண்ணி சூட்டி,",ETTUTHOGAI
"வள நகர் சிலம்பப் பாடிப் பலி கொடுத்து,",ETTUTHOGAI
"உருவச் செந்தினை குருதியொடு தூஉய்,",ETTUTHOGAI
"முருகு ஆற்றுப்படுத்த உருகெழு நடுநாள்,",ETTUTHOGAI
ஆரம் நாற அரு விடர்த் ததைந்த,ETTUTHOGAI
"சாரல் பல் பூ வண்டுபடச் சூடி,",ETTUTHOGAI
களிற்று இரை தெரீஇய பார்வல் ஒதுக்கின்,ETTUTHOGAI
ஒளித்து இயங்கும் மரபின் வயப் புலி போல,ETTUTHOGAI
"நல் மனை நெடுநகர்க் காவலர் அறியாமை,",ETTUTHOGAI
"தன் நசை உள்ளத்து நம் நசை வாய்ப்ப,",ETTUTHOGAI
இன் உயிர் குழைய முயங்குதொறும் மெய்ம்மலிந்து,ETTUTHOGAI
"நக்கனென் அல்லனோ யானே, எய்த்த",ETTUTHOGAI
நோய் தணி காதலர் வர ஈண்டு,ETTUTHOGAI
ஏதில் வேலற்கு உலந்தமை கண்டே?,ETTUTHOGAI
மண்கண் குளிர்ப்ப வீசி தண் பெயல்,ETTUTHOGAI
"பாடு உலந்தன்றே பறைக் குரல் எழிலி,",ETTUTHOGAI
புதல் மிசைத் தளவின் இதல் முள் செந்நனை,ETTUTHOGAI
நெருங்கு குலைப் பிடவமொடு ஒருங்கு பிணி அவிழக்,ETTUTHOGAI
"காடே கம்மென்றன்றே, அவல",ETTUTHOGAI
