அணங்கு,O,noun meaning reason for sorrow
எனவே,O,conjunction meaning that
**Poem 18**,,
பருவரல்,O,adjective meaning sad
நெஞ்சமொடு,O,with heart
பல்,O,adjective meaning many
படர்,O,noun meaning sorrows
அகல,O,verb meaning to remove
வருவர்,PERSON,he will come
வாழி,O,expletive particle
தோழி,PERSON,oh friend
மூவன்,KING,king Moovan
முழு,O,adjective meaning very
வலி,O,adjective meaning strong
முள்,ANIMAL,sharp
எயிறு,ANIMAL,teeth
அழுத்திய,O,verb meaning embedded
கதவின்,STRUCTURE,door
கானல்,FOREST,seashore grove
அம்,O,suffix meaning beautiful
தொண்டிப்,STRUCTURE,Thondi
பொருநன்,KING,lord
வென்,WEAPON,victorious
வேல்,WEAPON,spears
தெறல்,WARFARE,defeat
அருந்தானை,WARRIOR,invincible army
பொறையன்,KING,Poraiyan
பாசறை,WARFARE,battle camp
நெஞ்சம்,O,hearts
நடுக்குறூஉம்,O,verb meaning with fear
துஞ்சா,WARRIOR,who do not sleep
மறவர்,WARRIOR,warriors
திரை,WATERBODY,waves
தபு,O,verb meaning without
கடலின்,WATERBODY,like ocean
இனிது,O,adverb meaning sweetly
கண்படுப்ப,O,verb meaning they sleep
கடாஅம்,O,musth
கழீஇய,O,verb meaning ended
கதன்,O,rage
அடங்கு,O,verb meaning controlled
யானை,ANIMAL,elephant
தடாஅ,O,adjective meaning large or curved
நிலை,O,single
ஒரு,NUMERAL,one
கோட்டன்ன,ANIMAL,like a tusk
ஒன்று,O,adjective meaning one
இலங்கு,O,adjective meaning bright
அருவிய,WATERBODY,waterfall
குன்று,MOUNTAIN,mountain
இறந்தோரே,PERSON,the one who went
**Poem 19**,,
இறவுப்,FISH,shrimp's
புறத்து,O,back side
அன்ன,O,like
பிணர்படு,O,adjective meaning scaly
தடவு,O,adjective meaning thick
முதல்,PLANT,trunks
சுறவுக்,FISH,shark's
கோட்டன்ன,OBJECT,like sword
முள்,PLANT,thorny
இலைத்,PLANT,leaves
தாழை,PLANT,thazhai trees
பெருங்களிற்று,ANIMAL,huge male elephant's
மருப்பின்,ANIMAL,like tusks
அன்ன,O,like
அரும்பு,FLOWER,buds
முதிர்பு,O,verb meaning mature
நன்மான்,ANIMAL,female deer
உழையின்,ANIMAL,like does
வேறுபட,O,verb meaning varying
தோன்றி,O,verb meaning appearing
விழவுக்,STRUCTURE,festival
களம்,PLACE,grounds
கமழும்,O,verb meaning fragrant with
உரவு,WATERBODY,powerful
நீர்ச்,WATERBODY,shores
சேர்ப்ப,PERSON,oh lord
இன,OBJECT,many
மணி,OBJECT,bells
நெடுந்தேர்,VEHICLE,tall chariot
பாகன்,PROFESSION,charioteer
இயக்க,O,verb meaning driving
செலீஇய,O,verb meaning to leave
சேறி,O,verb meaning if you go away
ஆயின்,O,conjunction meaning if
இவளே,PERSON,she
வருவை,O,verb meaning you return
ஆகிய,O,verb meaning agreed
சில்,NUMERAL,few
நாள்,NATURE,days
வாழாள்,O,verb meaning she will not live
ஆதல்,O,being so
நற்கு,O,adverb meaning well
அறிந்தனை,O,verb meaning you understand
சென்மே,O,verb meaning do the right thing
**Poem 20**,,
ஐய,PERSON,oh lord
குறுமகள்,PERSON,young lady
கண்டிகும்,O,verb meaning I saw
வைகி,O,verb meaning staying
மகிழ்நன்,PERSON,lord
மார்பில்,O,on your chest
துஞ்சி,O,verb meaning slept
அவிழ்,FLOWER,opening
இணர்த்,FLOWER,clusters
தேம்,FOOD,honey
பாய்,O,verb meaning flowing
மராஅம்,FLOWER,kadampam flowers
கமழும்,O,verb meaning fragrant
கூந்தல்,O,hair
துளங்கு,O,verb meaning swaying
இயல்,O,nature
அசைவர,O,verb meaning swaying
கலிங்கம்,CLOTHING,clothes
துயல்,O,verb meaning swaying
வர,O,verb meaning as
செறி,O,adjective meaning stacked
தொடி,OBJECT,bangles
தெளிர்ப்ப,O,verb meaning jingling
வீசி,O,verb meaning swinging
மறுகில்,STRUCTURE,on the street
பூப்,FLOWER,flower
போல்,O,like
உண்கண்,O,kohl-rimmed eyes
பெயர்ப்ப,O,verb meaning moving
நோக்கி,O,verb meaning looked
சென்றனள்,O,verb meaning she went
வாழிய,O,expletive particle
மடந்தை,PERSON,young lady
நுண்,O,adjective meaning fine
பல்,O,adjective meaning many
சுணங்கு,O,pallor spots
அணிவுற்ற,O,verb meaning with
விளங்கு,O,adjective meaning bright
பூணள்,PERSON,woman wearing jewels
மார்புறு,O,verb meaning hugging the chest
முயக்கிடை,O,embrace
ஞெமிர்ந்த,O,verb meaning crushed
சோர்,O,adjective meaning wilted
குழை,PLANT,leaves
பழம்,O,adjective meaning old
பிணி,O,love distress
வைகிய,O,verb meaning stayed
தோள்,O,shoulders
இணைக்,O,both
குழைந்த,O,verb meaning crushed
கோதை,OBJECT,garlands
கொடி,PLANT,vines
முயங்கலளே,O,verb meaning she is without your embraces
Word,Entity,Explanation
**Poem 21**,,
விரைப்,ANIMAL,fast
பரி,ANIMAL,horses
வருந்திய,O,verb meaning tired
வீங்கு,O,adjective meaning long
செலல்,O,noun meaning distance
இளையர்,WARRIOR,young warriors
அரை,O,waist
செறி,O,verb meaning tied
கச்சை,CLOTHING,waist wrap
யாப்பு,O,tie
அழித்து,O,verb meaning untying
அசைஇ,O,verb meaning resting
வேண்டு,O,verb meaning desired
அமர்,O,adjective meaning pleasing
நடையர்,PERSON,with walk
மென்மெல,O,adverb meaning slowly
வருக,O,verb meaning may they walk
தீண்டா,O,adjective meaning unused
வை,O,adjective meaning sharp
முள்,WEAPON,goad
தீண்டி,O,verb meaning using
நாம்,O,pronoun meaning we
செலற்கு,O,verb meaning to go
ஏமதி,O,verb meaning ride
வலவ,PROFESSION,oh charioteer
தேரே,VEHICLE,the chariot
உதுக்காண்,O,look there
உருக்குறு,O,adjective meaning melted
நறு,O,adjective meaning fragrant
நெய்,FOOD,ghee
பால்,FOOD,milk
விதிர்த்தன்ன,O,like sprinkled
அரிக்குரல்,BIRD,with sharp tones
மிடற்ற,ANIMAL,with neck
அம்,O,adjective meaning pretty
நுண்,O,adjective meaning fine
பல்,O,adjective meaning many
பொறி,BIRD,spots
காமரு,O,adjective meaning desirable
தகைய,O,with beauty
கான,BIRD,forest
வாரணம்,BIRD,fowl
பெயல்,NATURE,rains
நீர்,WATERBODY,water
போகிய,O,verb meaning stopped
வியல்,O,adjective meaning vast
நெடும்,O,adjective meaning long
புறவில்,FOREST,in the woodland
புலரா,O,adjective meaning not dry
ஈர்,O,adjective meaning wet
மணல்,LANDFORM,sand
மலிர,O,adverb meaning well
கெண்டி,O,verb meaning digging
நாள்,FOOD,daily morning food
இரை,FOOD,worm
கவர,O,verb meaning to seize
மாட்டி,O,verb meaning placed on beak
தன்,O,pronoun meaning its
பேடை,BIRD,female
நோக்கிய,O,verb meaning looks at
பெருந்தகு,O,adjective meaning great
நிலையே,O,situation
**Poem 22**,,
கொடிச்சி,PERSON,mountain dwelling woman
காக்கும்,O,verb meaning guards
அடுக்கல்,MOUNTAIN,mountain ranges
பைந்தினை,FOOD,fresh millet
முந்து,O,adverb meaning first
விளை,O,verb meaning mature
பெருங்குரல்,FOOD,huge spears
கொண்ட,O,verb meaning took
மந்தி,ANIMAL,female monkey
கல்லா,O,adjective meaning does not know
கடுவனொடு,ANIMAL,with male monkey
நல்,O,adjective meaning fine
வரை,MOUNTAIN,mountain
ஏறி,O,verb meaning climbed on
அங்கை,O,palm
நிறைய,O,full
ஞெமிடிக்,O,verb meaning crushing
கொண்டு,O,verb meaning taking
தன்,O,pronoun meaning its
திரை,O,adjective meaning wrinkled
அணல்,ANIMAL,chin
கொடுங்கவுள்,ANIMAL,curved cheeks
நிறைய,O,full
முக்கி,O,verb meaning stuffed
வான்,NATURE,sky
பெயல்,NATURE,rain
நனைந்த,O,verb meaning drenched
புறத்த,O,backs
நோன்பியர்,PERSON,ritualists
தை,SEASON,Thai month
ஊண்,FOOD,food
இருக்கையின்,PLACE,like the place where they eat
தோன்றும்,O,verb meaning appear
நாடன்,PERSON,the man from such country
வந்தனன்,O,verb meaning he came
வாழி,O,expletive particle
தோழி,PERSON,oh friend
உலகம்,STRUCTURE,world
கயம்,WATERBODY,ponds
கண்,WATERBODY,water source
அற்ற,O,verb meaning dried
பைது,PLANT,tender grains
அறு,O,verb meaning parched
காலை,NATURE,time
பீளொடு,PLANT,with tender grains
திரங்கிய,O,verb meaning withered
நெல்லிற்கு,FOOD,for the paddy field
நள்ளென்,NATURE,pitch darkness
யாமத்து,NATURE,night
மழை,NATURE,rain
பொழிந்தாங்கே,O,like it came
**Poem 23**,,
தொடி,OBJECT,bangles
பழி,O,blame
மறைத்தலின்,O,since she hid them
தோள்,O,arms
உய்ந்தனவே,O,verb meaning did not reveal
வடிக்,O,adjective meaning combed
கொள்,O,verb meaning tied
கூழை,O,hair
ஆயமோடு,PERSON,with friends
ஆடலின்,O,since she played
இடிப்பு,O,adjective meaning tired
மெய்யது,O,body
ஒன்று,O,adjective meaning one
உடைத்தே,O,verb meaning it looked like
கடிக்,O,verb meaning to protect
கொள,O,verb meaning to
அன்னை,PERSON,mother
காக்கும்,O,verb meaning protected
தொல்,O,adjective meaning prior
நலம்,O,virtue or beauty
சிதைய,O,verb meaning ruined
காண்தொறும்,O,whenever she sees it
கலுழ்தல்,O,verb meaning she cries
அன்றியும்,O,not just that
ஈண்டு,O,adjective meaning abundant
நீர்,WATERBODY,water
முத்துப்படு,OBJECT,with pearls
பரப்பின்,WATERBODY,of the ocean
கொற்கை,STRUCTURE,Korkai town
முன்துறை,WATERBODY,shores
சிறு,O,adjective meaning small
பாசடைய,PLANT,with green leaves
செப்பு,O,adjective meaning beautiful
ஊர்,O,verb meaning in
நெய்தல்,FLOWER,waterlilies
தெண்,WATERBODY,clear
நீர்,WATERBODY,water
மலரின்,FLOWER,like blossoms
தொலைந்த,O,verb meaning ruined
கண்ணே,O,eyes
காமம்,O,love
கரப்பு,O,verb meaning to hide
அரியவ்வே,O,adjective meaning difficult
**Poem 24**,,
பார்,NATURE,ground
பக,O,verb meaning splitting
வீழ்ந்த,O,verb meaning went down
வேருடை,PLANT,with roots
விழுக்,O,adjective meaning big
கோட்டு,PLANT,with branches
உடும்பு,ANIMAL,monitor lizards
அடைந்தன்ன,O,like scales
நெடும்,O,adjective meaning tall
பொரி,O,adjective meaning rough or cracked
விளவின்,FRUIT,of wood apple trees
ஆட்டு,O,noun meaning playing
ஒழி,O,verb meaning abandoned
பந்தின்,OBJECT,like balls
கோட்டு,O,adjective meaning from the branch
மூக்கு,FRUIT,stem
இறுபு,O,verb meaning snapping
கம்பலத்து,OBJECT,like carpets
அன்ன,O,like
பைம்,PLANT,green
பயிர்த்,PLANT,bushes
தாஅம்,O,verb meaning spread
வெள்ளில்,FRUIT,wood apples
வல்சி,FOOD,food
வேற்று,O,adjective meaning another
நாட்டு,REGION,country
ஆர்,DESERT,harsh
இடைச்,PATH,path
சேறும்,O,verb meaning I will go
நாம்,O,pronoun meaning I
என,O,conjunction meaning that
சொல்ல,O,verb meaning when he said
சேயிழை,PERSON,oh one with fine jewels
