மகனே,PERSON,he is a dancer
**Poem 32**,,
காலையும்,NATURE,in the mornings
பகலும்,NATURE,during the days
கை,O,adjective meaning helpless
அறு,O,verb meaning separated
மாலையும்,NATURE,in the evenings
ஊர்,STRUCTURE,the town
துஞ்சு,O,verb meaning sleeping
யாமமும்,NATURE,and at night
விடியலும்,NATURE,and at dawn
என்ற,O,pronoun meaning these
இப்,O,pronoun meaning these
பொழுது,NATURE,times
இடை,O,between
தெரியின்,O,verb meaning if known
பொய்யே,O,adjective meaning a lie
காமம்,O,love
மா,VEHICLE,considering it as a horse
என,O,conjunction meaning that
மடலொடு,VEHICLE,with the palmyra stem horse
மறுகில்,STRUCTURE,on the streets
தோன்றி,O,verb meaning appearing
தெற்றென,O,adverb meaning clearly
தூற்றலும்,O,verb meaning to talk ill
பழி,O,noun meaning accusation
ஏ,O,expletive particle
வாழ்தலும்,O,verb meaning living
பழி,O,noun meaning pain
ஏ,O,expletive particle
பிரிவு,O,noun meaning separation
தலைவரின்,O,verb meaning if I am separated
ஏ,O,expletive particle
**Poem 33**,,
அன்னாய்,PERSON,O friend
இவன்,O,pronoun meaning he
ஓர்,O,adjective meaning a
இள,O,adjective meaning young
மாணாக்கன்,PROFESSION,young student
தன்,O,pronoun meaning his
ஊர்,STRUCTURE,town
மன்றத்து,STRUCTURE,in public place
என்னன்,O,pronoun meaning how he is
கொல்லோ,O,particle implying doubt
இரந்து,O,verb meaning requesting
ஊண்,FOOD,food
நிரம்பா,O,verb meaning not filled out
மேனியொடு,O,with a body
விருந்தின்,O,feasts or festivals
ஊரும்,O,verb meaning he will go
பெருஞ்செம்மலன்,PERSON,man with great esteem
ஏ,O,expletive particle
**Poem 34**,,
ஒறுப்ப,PERSON,those in the family chastise
ஓவலர்,PERSON,those who stay close
மறுப்ப,PERSON,those who deny
தேறலர்,PERSON,those who do not understand
தமியர்,O,one who is alone
உறங்கும்,O,verb meaning sleeping
கௌவை,O,noun meaning sorrow
இன்றாய்,O,adjective meaning without
இனியது,O,adjective meaning sweet news
கேட்டு,O,verb meaning listening to
இன்புறுக,O,verb meaning may it be happy
இவ்வூர்,STRUCTURE,this town
ஏ,O,expletive particle
முனாஅது,PLACE,the land in front
யானையங்குருகின்,BIRD,of large herons
கானல்,FOREST,seashore grove
அம்,O,suffix meaning beautiful
பெருந்தோடு,O,huge flocks
அட்ட,WARRIOR,warriors who killed
மள்ளர்,WARRIOR,warriors
ஆர்ப்பிசை,NATURE,loud victory noises
வெரூஉம்,O,verb meaning they fear
குட்டுவன்,KING,king Kuttuvan
மரந்தை,STRUCTURE,Maranthai city
அன்ன,O,like
எம்,O,pronoun meaning our
குழை,CLOTHING,lovely hair style
விளங்கு,O,verb meaning splendid
ஆய்,O,adjective meaning beautiful
நுதல்,PERSON,woman with a beautiful forehead
கிழவனும்,PERSON,he alone is the one
அவனே,PERSON,he
**Poem 35**,,
நாண்,O,shame
இல,O,verb meaning they have no
மன்ற,O,particle implying certainty
எம்,O,pronoun meaning my
கண்ணே,O,noun meaning eyes
நாள்,NATURE,on the day
நேர்பு,O,verb meaning they agreed
சினை,PLANT,branch
பசும்,ANIMAL,green
பாம்பின்,ANIMAL,of the green snakes
சூன்,O,pregnancy
முதிர்ப்பு,O,adjective meaning late pregnancy
அன்ன,O,like
கனைத்த,O,adjective meaning thick
கரும்பின்,PLANT,of thick sugarcanes
கூம்பு,FLOWER,pointed
பொதி,O,tightness
அவிழ,O,verb meaning loosening
நுண்,NATURE,delicately falling
உறை,NATURE,rain
அழி,NATURE,large raindrops
துளி,NATURE,raindrops
தலைஇய,O,verb meaning with
தண்வரல்,NATURE,cold northern winds
வாடையும்,NATURE,the northern winds have come
பிரிந்திசினோர்க்கு,PERSON,for the man who left
அழல்,O,verb meaning crying
ஏ,O,expletive particle
**Poem 36**,,
துறுகல்,MOUNTAIN,near the big boulders
அயலது,PLACE,nearby
மாணை,PLANT,large manai vines
மாக்கொடி,PLANT,large manai vines
துஞ்சு,O,verb meaning sleeping
களிறு,ANIMAL,male elephant
இவரும்,O,verb meaning spreads on
குன்ற,MOUNTAIN,of the mountains
நாடன்,PERSON,the man from mountains
நெஞ்சு,O,heart
களன்,O,space
ஆக,O,verb meaning being
நீயலென்,O,verb meaning I will not leave you
யான்,O,pronoun meaning me
என,O,conjunction meaning thus
நல்,O,adjective meaning good
தோள்,O,shoulders
மணந்த,O,verb meaning he hugged
ஞான்றை,O,the day
மற்று,O,expletive particle
அவன்,O,pronoun meaning he
தாவா,O,adjective meaning faultless
வஞ்சினம்,O,noun meaning truthful promise
உரைத்தது,O,verb meaning uttered
நோயோ,O,verb meaning are you afraid
தோழி,PERSON,my friend
நின்வயினான்,O,on your side
ஏ,O,expletive particle
**Poem 37**,,
நசை,O,noun meaning love or desire
பெரிது,O,adjective meaning great
உடையர்,PERSON,he has
நல்கலும்,O,verb meaning he will shower graces
நல்குவர்,PERSON,he will be good
பிடி,ANIMAL,female elephant
பசி,FOOD,hunger
களைஇய,O,verb meaning to remove
பெருங்கை,ANIMAL,with big trunk
வேழம்,ANIMAL,male elephant
மென்,O,adjective meaning delicate
சினை,PLANT,branches
யாஅம்,PLANT,of ya trees
பொளிக்கும்,O,verb meaning strips the barks
அன்பின,O,noun meaning it has love
தோழி,PERSON,O friend
அவர்,O,pronoun meaning he
சென்ற,O,verb meaning went
ஆறு,PATH,the way
ஏ,O,expletive particle
**Poem 38**,,
கான,FOREST,forest
மஞ்ஞை,BIRD,peacock
அறை,MOUNTAIN,on rocks
ஈன்,O,verb meaning laid
முட்டை,OBJECT,eggs
வெயில்,NATURE,sun
ஆடு,O,verb meaning playing
முசுவின்,ANIMAL,of a black monkey
குருளை,ANIMAL,young monkey
உருட்டும்,O,verb meaning rolls them
குன்ற,MOUNTAIN,of the mountains
நாடன்,PERSON,the man from the mountains
கேண்மை,O,friendship
என்றும்,O,adverb meaning always
நன்று,O,adjective meaning good
மன்,O,expletive particle
வாழி,O,expletive particle
தோழி,PERSON,O friend
உண்கண்,O,eyes lined with kohl
நீரொடு,NATURE,with tears
ஒராங்கு,O,adverb meaning in the same manner
தணப்ப,O,verb meaning when separated
உள்ளாது,O,verb meaning without thinking
ஆற்றல்,O,verb meaning the ability to bear it
வல்லுவோர்க்கே,PERSON,only for those who are strong
**Poem 39**,,
வெந்திறல்,NATURE,hot and powerful
கடு,NATURE,fierce
வளி,NATURE,winds
பொங்கர்,PLANT,tree branches
போந்தென,O,since it blows
நெற்று,PLANT,seed pods
விளை,O,adjective meaning mature
உழிஞ்சில்,PLANT,vakai trees
வற்றல்,PLANT,dried pods
ஆர்க்கும்,O,verb meaning rattle
மலையுடை,MOUNTAIN,containing hills
அருஞ்சுரம்,DESERT,difficult wasteland
என்ப,O,verb meaning they say
நம்,O,pronoun meaning my
முலையிடை,O,on my breasts
முனிநர்,PERSON,the man who hated
சென்ற,O,verb meaning went
ஆறு,PATH,the path that he took
ஏ,O,expletive particle
**Poem 40**,,
யாயும்,PERSON,my mother
ஞாயும்,PERSON,and your mother
யார்,O,pronoun meaning who
ஆகியரோ,O,verb meaning are they to each other
எந்தையும்,PERSON,my father
நுந்தையும்,PERSON,and your father
எம்முறை,O,in what way
கேளிர்,PERSON,relatives
யானும்,O,pronoun meaning myself
நீயும்,O,pronoun meaning and you
எவ்வழி,O,in what manner
அறிதும்,O,verb meaning how did we know
செம்புல,NATURE,red earth
பெயல்,NATURE,rain
நீர்,NATURE,water
போல,O,like
அன்புடை,O,loving
நெஞ்சம்,O,hearts
தாம்,O,pronoun meaning they
கலந்தனவே,O,verb meaning they have merged
**Poem 41**,,
காதலர்,PERSON,lover
உழையராக,O,by my side
பெரிது,O,adverb meaning very
உவந்து,O,verb meaning I become happy
சாறு,STRUCTURE,with festivities
கொள்,O,verb meaning having
ஊரின்,STRUCTURE,like a town
புகல்வேன்,O,verb meaning I will be happy
மன்ற,O,particle implying certainty
அத்த,DESERT,near the wasteland
நண்ணிய,PLACE,in the wasteland
அம்,O,adjective meaning beautiful
குடிச்,STRUCTURE,small town
சீறூர்,STRUCTURE,small town with people
மக்கள்,PERSON,after people
போகிய,O,verb meaning have abandoned
அணில்,ANIMAL,squirrels
ஆடு,O,verb meaning playing
முன்றில்,STRUCTURE,front yard
புலம்பு,O,lonely
இல்,STRUCTURE,house
போல,O,like
புல்லென்று,O,adjective meaning without luster
அலப்பென்,O,verb meaning I will grieve
தோழி,PERSON,O friend
அவர்,O,pronoun meaning he
அகன்ற,O,verb meaning goes away
ஞான்று,O,when
ஏ,O,expletive particle
**Poem 42**,,
காமம்,O,love
ஒழிவது,O,verb meaning even if it got ruined
ஆயினும்,O,conjunction meaning even if
யாமத்து,NATURE,at midnight
கருவி,NATURE,dark clouds with thunder
மா,NATURE,dark
மழை,NATURE,rain
வீழ்ந்தென,O,since it fell
அருவி,WATERBALL,waterfalls
விடர்,MOUNTAIN,mountain clefts
அகத்து,PLACE,in the
இயம்பும்,O,verb meaning roar
நாட,PERSON,O man from such country
எம்,O,pronoun meaning our
தொடர்பும்,O,her love for you
தேயுமோ,O,verb meaning will it be ruined
நின்வயினான்,O,with you
ஏ,O,expletive particle
**Poem 43**,,
செல்வார்,O,verb meaning he would never leave
அல்லர்,O,adjective meaning not
என்று,O,conjunction meaning that
யான்,O,pronoun meaning I
இகழ்ந்தனனே,O,verb meaning I made a mistake
ஒல்வாள்,O,verb meaning she would not agree
அல்லள்,O,adjective meaning not
என்று,O,conjunction meaning that
அவர்,O,pronoun meaning he
இகழ்ந்தனரே,O,verb meaning he made a mistake
ஆயிடை,O,adverb meaning between
இரு,O,numeral meaning two
பேர்,O,adjective meaning big
ஆண்மை,O,noun meaning strong will
செய்த,O,verb meaning created
பூசல்,O,noun meaning friction
நல்,O,adjective meaning good
அரா,ANIMAL,cobra
கதுவியாங்கு,O,like it has been bit
என்,O,pronoun meaning my
அல்லல்,O,adjective meaning sad
நெஞ்சம்,O,heart
அலமலக்குறுமே,O,verb meaning it suffers
**Poem 44**,,
கால்,O,my feet
ஏ,O,expletive particle
பரி,O,verb meaning they became tired
தப்பினவே,O,verb meaning after walking
கண்ணே,O,my eyes
நோக்கி,O,verb meaning looking
நோக்கி,O,verb meaning looking
வாள்,O,brightness
இழந்தனவே,O,verb meaning they have lost
அகல்,NATURE,wide
இரு,NATURE,dark
விசும்பின்,NATURE,in the sky
மீனினும்,NATURE,more than the stars
